Player,Resolve_Status,Resolve_Method,Resolve_Reason,BRef_Register_ID,BRef_Register_URL,Birth_Year,Birth_Country,Birth_State,Chadwick_Name
Andrew Benintendi,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1986; minor_id=benint000and; attempts=exact_full_name=1,benint000and,https://www.baseball-reference.com/register/player.fcgi?id=benint000and,1994.0,,,Andrew Benintendi
Jefferson Rojas,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2005; minor_id=rojas-003jef; attempts=exact_full_name=1,rojas-003jef,https://www.baseball-reference.com/register/player.fcgi?id=rojas-003jef,2005.0,,,Jefferson Rojas
Ronaldo Hernández,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=hernan000ron; attempts=exact_full_name=1,hernan000ron,https://www.baseball-reference.com/register/player.fcgi?id=hernan000ron,1997.0,,,Ronaldo Hernández
Sal Stewart,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=stewar000sal; attempts=exact_full_name=1,stewar000sal,https://www.baseball-reference.com/register/player.fcgi?id=stewar000sal,2003.0,,,Sal Stewart
Spencer Jones,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1999.0; approx_birth_year=1999; minor_id=jones-003spe; attempts=exact_full_name=4,jones-003spe,https://www.baseball-reference.com/register/player.fcgi?id=jones-003spe,1999.0,,,Spencer Jones
Austin Hendrick,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1997; minor_id=hendri001aus; attempts=exact_full_name=1,hendri001aus,https://www.baseball-reference.com/register/player.fcgi?id=hendri001aus,2001.0,,,Austin Hendrick
Jarren Duran,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1993; minor_id=duran-000jar; attempts=exact_full_name=1,duran-000jar,https://www.baseball-reference.com/register/player.fcgi?id=duran-000jar,1996.0,,,Jarren Duran
Oscar Colás,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1996; minor_id=colas-000osc; attempts=exact_full_name=1,colas-000osc,https://www.baseball-reference.com/register/player.fcgi?id=colas-000osc,1998.0,,,Oscar Colás
Carter Jensen,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=jensen000car; attempts=exact_full_name=1,jensen000car,https://www.baseball-reference.com/register/player.fcgi?id=jensen000car,2003.0,,,Carter Jensen
Pedro Ramírez,resolved,chadwick_name_match_with_minor_id,matches=6; selected_birth_year=2004.0; approx_birth_year=2004; minor_id=ramire004ped; attempts=exact_full_name=6,ramire004ped,https://www.baseball-reference.com/register/player.fcgi?id=ramire004ped,2004.0,,,Pedro Ramírez
Roderick Arias,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2003; minor_id=arias-003rod; attempts=exact_full_name=1,arias-003rod,https://www.baseball-reference.com/register/player.fcgi?id=arias-003rod,2004.0,,,Roderick Arias
Matt McLain,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=mclain000mat; attempts=exact_full_name=1,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,1999.0,,,Matt McLain
Travis Swaggerty,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=swagge000tra; attempts=exact_full_name=1,swagge000tra,https://www.baseball-reference.com/register/player.fcgi?id=swagge000tra,1997.0,,,Travis Swaggerty
J.P. Martínez,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1996.0; approx_birth_year=1989; minor_id=martin013jul; attempts=exact_full_name=2,martin013jul,https://www.baseball-reference.com/register/player.fcgi?id=martin013jul,1996.0,,,J. P. Martínez
Miguel Amaya,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1994; minor_id=amaya-000mig; attempts=exact_full_name=1,amaya-000mig,https://www.baseball-reference.com/register/player.fcgi?id=amaya-000mig,1999.0,,,Miguel Amaya
Tyler Freeman,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=freema000tyl; attempts=exact_full_name=4,freema000tyl,https://www.baseball-reference.com/register/player.fcgi?id=freema000tyl,1999.0,,,Tyler Freeman
Justin Foscue,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=foscue000jus; attempts=exact_full_name=1,foscue000jus,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus,1999.0,,,Justin Foscue
Zach Neto,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1998; minor_id=neto--000zac; attempts=exact_full_name=1,neto--000zac,https://www.baseball-reference.com/register/player.fcgi?id=neto--000zac,2001.0,,,Zach Neto
Joey Wiemer,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=wiemer000joe; attempts=exact_full_name=1,wiemer000joe,https://www.baseball-reference.com/register/player.fcgi?id=wiemer000joe,1999.0,,,Joey Wiemer
Nathan Flewelling,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=flewel000nat; attempts=exact_full_name=1,flewel000nat,https://www.baseball-reference.com/register/player.fcgi?id=flewel000nat,2006.0,,,Nathan Flewelling
Raimel Tapia,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1985; minor_id=tapia-000rai; attempts=exact_full_name=1,tapia-000rai,https://www.baseball-reference.com/register/player.fcgi?id=tapia-000rai,1994.0,,,Raimel Tapia
Alec Burleson,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1996; minor_id=burles000ale; attempts=exact_full_name=1,burles000ale,https://www.baseball-reference.com/register/player.fcgi?id=burles000ale,1998.0,,,Alec Burleson
Delvin Pérez,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1991.0; approx_birth_year=1990; minor_id=perez-002del; attempts=exact_full_name=2,perez-002del,https://www.baseball-reference.com/register/player.fcgi?id=perez-002del,1991.0,,,Delvin Perez
Greg Jones,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=1994.0; approx_birth_year=1994; minor_id=jones-003gre; attempts=exact_full_name=3,jones-003gre,https://www.baseball-reference.com/register/player.fcgi?id=jones-003gre,1994.0,,,Greg Jones
Pavin Smith,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=smith-000pav; attempts=exact_full_name=1,smith-000pav,https://www.baseball-reference.com/register/player.fcgi?id=smith-000pav,1996.0,,,Pavin Smith
Ronny Cruz,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=cruz--001ron; attempts=exact_full_name=1,cruz--001ron,https://www.baseball-reference.com/register/player.fcgi?id=cruz--001ron,2006.0,,,Ronny Cruz
Bobby Dalbec,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1991; minor_id=dalbec000bob; attempts=exact_full_name=1,dalbec000bob,https://www.baseball-reference.com/register/player.fcgi?id=dalbec000bob,1995.0,,,Bobby Dalbec
Cristian Hernández,resolved,chadwick_name_match_with_minor_id,matches=5; selected_birth_year=2000.0; approx_birth_year=2000; minor_id=hernan002cri; attempts=exact_full_name=5,hernan002cri,https://www.baseball-reference.com/register/player.fcgi?id=hernan002cri,2000.0,,,Cristian Hernandez
Ike Irish,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=irish-000ike; attempts=exact_full_name=1,irish-000ike,https://www.baseball-reference.com/register/player.fcgi?id=irish-000ike,2003.0,,,Ike Irish
Jahmai Jones,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1990; minor_id=jones-000jah; attempts=exact_full_name=1,jones-000jah,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,1997.0,,,Jahmai Jones
Miguel Bleis,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2001; minor_id=bleis-000mig; attempts=exact_full_name=1,bleis-000mig,https://www.baseball-reference.com/register/player.fcgi?id=bleis-000mig,2004.0,,,Miguel Bleis
Richard Urena,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1987; minor_id=urena-000ric; attempts=exact_full_name=1,urena-000ric,https://www.baseball-reference.com/register/player.fcgi?id=urena-000ric,1996.0,,,Richard Ureña
Tre' Morgan,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=morgan002tre; attempts=exact_full_name=1,morgan002tre,https://www.baseball-reference.com/register/player.fcgi?id=morgan002tre,2002.0,,,Tre' Morgan
Tyler Stephenson,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1994.0; approx_birth_year=1992; minor_id=stephe001tyl; attempts=exact_full_name=4,stephe001tyl,https://www.baseball-reference.com/register/player.fcgi?id=stephe001tyl,1994.0,,,Tyler Stephenson
Adam Haseley,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=hasele000ada; attempts=exact_full_name=1,hasele000ada,https://www.baseball-reference.com/register/player.fcgi?id=hasele000ada,1996.0,,,Adam Haseley
Brice Turang,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=turang002bri; attempts=exact_full_name=1,turang002bri,https://www.baseball-reference.com/register/player.fcgi?id=turang002bri,1999.0,,,Brice Turang
Colton Welker,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=welker000col; attempts=exact_full_name=1,welker000col,https://www.baseball-reference.com/register/player.fcgi?id=welker000col,1997.0,,,Colton Welker
Jeimer Candelario,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1993.0; approx_birth_year=1985; minor_id=candel000jei; attempts=exact_full_name=1,candel000jei,https://www.baseball-reference.com/register/player.fcgi?id=candel000jei,1993.0,,,Jeimer Candelario
Jose Miranda,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1998.0; approx_birth_year=1995; minor_id=mirand004jos; attempts=exact_full_name=4,mirand004jos,https://www.baseball-reference.com/register/player.fcgi?id=mirand004jos,1998.0,,,José Miranda
Luis Lara,resolved,chadwick_name_match_with_minor_id,matches=5; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=lara--005lui; attempts=exact_full_name=5,lara--005lui,https://www.baseball-reference.com/register/player.fcgi?id=lara--005lui,2004.0,,,Luis Lara
Nolan Schanuel,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2000; minor_id=schanu000nol; attempts=exact_full_name=1,schanu000nol,https://www.baseball-reference.com/register/player.fcgi?id=schanu000nol,2002.0,,,Nolan Schanuel
Alex Ramírez,resolved,chadwick_name_match_with_minor_id,matches=6; selected_birth_year=2000.0; approx_birth_year=2000; minor_id=ramire012ale; attempts=exact_full_name=6,ramire012ale,https://www.baseball-reference.com/register/player.fcgi?id=ramire012ale,2000.0,,,Alex Ramirez
Austin Wells,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=wells-001aus; attempts=exact_full_name=4,wells-001aus,https://www.baseball-reference.com/register/player.fcgi?id=wells-001aus,1999.0,,,Austin Wells
Bobby Bradley,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=bradle000bob; attempts=exact_full_name=2,bradle000bob,https://www.baseball-reference.com/register/player.fcgi?id=bradle000bob,1996.0,,,Bobby Bradley
Josh Hammond,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=hammon002jos; attempts=exact_full_name=1,hammon002jos,https://www.baseball-reference.com/register/player.fcgi?id=hammon002jos,2006.0,,,Josh Hammond
Justin Gonzales,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=gonzal003jus; attempts=exact_full_name=1,gonzal003jus,https://www.baseball-reference.com/register/player.fcgi?id=gonzal003jus,2006.0,,,Justin Gonzales
Ryan Clifford,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=cliffo000rya; attempts=exact_full_name=1,cliffo000rya,https://www.baseball-reference.com/register/player.fcgi?id=cliffo000rya,2003.0,,,Ryan Clifford
Charles Davalan,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=davala000cha; attempts=exact_full_name=1,davala000cha,https://www.baseball-reference.com/register/player.fcgi?id=davala000cha,2003.0,,,Charles Davalan
Chance Sisco,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1986; minor_id=sisco-000cha; attempts=exact_full_name=1,sisco-000cha,https://www.baseball-reference.com/register/player.fcgi?id=sisco-000cha,1995.0,,,Chance Sisco
Victor Mesa,resolved,chadwick_name_match_with_minor_id,matches=5; selected_birth_year=1993.0; approx_birth_year=1990; minor_id=mesa--002vic; attempts=exact_full_name=5,mesa--002vic,https://www.baseball-reference.com/register/player.fcgi?id=mesa--002vic,1993.0,,,Victor Mesa
Xavier Neyens,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=neyens000xav; attempts=exact_full_name=1,neyens000xav,https://www.baseball-reference.com/register/player.fcgi?id=neyens000xav,2006.0,,,Xavier Neyens
Matt Chapman,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1993.0; approx_birth_year=1984; minor_id=chapma000mat; attempts=exact_full_name=4,chapma000mat,https://www.baseball-reference.com/register/player.fcgi?id=chapma000mat,1993.0,,,Matt Chapman
