Player,Name_Key,First_Name_Key,Last_Name_Key,Best_Rank,Best_Rank_Year,Latest_Pipeline_Year,Latest_Position,Latest_Team,Latest_Level,Latest_Age,Pipeline_Appearances,All_Pipeline_Years,BRef_Register_ID,BRef_Register_URL,Resolve_Status,Resolve_Method,Resolve_Reason,Birth_Year,Birth_Country,Birth_State,Chadwick_Name,Chadwick_Key
Logan O'Hoppe,logan o'hoppe,logan,o'hoppe,53,2023,2023,C,Los Angeles Angels,MLB,26,1,2023,ohoppe000log,https://www.baseball-reference.com/register/player.fcgi?id=ohoppe000log,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1997; minor_id=ohoppe000log; attempts=exact_full_name=1,2000.0,,,Logan O'Hoppe,bc765323
Willie Calhoun,willie calhoun,willie,calhoun,53,2018,2018,2B/OF,—,—,31,2,2017;2018,calhou003wil,https://www.baseball-reference.com/register/player.fcgi?id=calhou003wil,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1987; minor_id=calhou003wil; attempts=exact_full_name=1,1994.0,,,Willie Calhoun,0b838dab
Endy Rodríguez,endy rodriguez,endy,rodriguez,55,2023,2023,C/1B,Pittsburgh Pirates,MLB,25,1,2023,rodrig001end,https://www.baseball-reference.com/register/player.fcgi?id=rodrig001end,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2000.0; approx_birth_year=1998; minor_id=rodrig001end; attempts=exact_full_name=2,2000.0,,,Endy Rodríguez,e1ebbf03
Nick Yorke,nick yorke,nick,yorke,55,2022,2022,2B/OF,Pittsburgh Pirates,MLB,24,1,2022,yorke-000nic,https://www.baseball-reference.com/register/player.fcgi?id=yorke-000nic,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=1998; minor_id=yorke-000nic; attempts=exact_full_name=1,2002.0,,,Nick Yorke,1ee90c73
Arjun Nimmala,arjun nimmala,arjun,nimmala,56,2026,2026,SS,Toronto Blue Jays,AA,20,2,2025;2026,nimmal000arj,https://www.baseball-reference.com/register/player.fcgi?id=nimmal000arj,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2006; minor_id=nimmal000arj; attempts=exact_full_name=1,2005.0,,,Arjun Nimmala,56278c8a
Evan White,evan white,evan,white,56,2020,2020,1B,Los Angeles Angels,AA,30,1,2020,white-002eva,https://www.baseball-reference.com/register/player.fcgi?id=white-002eva,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=1996.0; approx_birth_year=1990; minor_id=white-002eva; attempts=exact_full_name=3,1996.0,,,Evan White,a037bacd
Cooper Pratt,cooper pratt,cooper,pratt,57,2025,2026,SS,Milwaukee Brewers,AAA,21,2,2025;2026,pratt-000coo,https://www.baseball-reference.com/register/player.fcgi?id=pratt-000coo,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=pratt-000coo; attempts=exact_full_name=1,2004.0,,,Cooper Pratt,63bc6e30
Emil Morales,emil morales,emil,morales,57,2026,2026,SS,Los Angeles Dodgers,A,19,1,2026,morale003emi,https://www.baseball-reference.com/register/player.fcgi?id=morale003emi,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=morale003emi; attempts=exact_full_name=1,2006.0,,,Emil Morales,84b43a15
Andrés Giménez,andres gimenez,andres,gimenez,58,2019,2019,SS,Toronto Blue Jays,MLB,27,1,2019,gimene000and,https://www.baseball-reference.com/register/player.fcgi?id=gimene000and,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1992; minor_id=gimene000and; attempts=exact_full_name=1,1998.0,,,Andrés Giménez,8188888f
Luis Hernández,luis hernandez,luis,hernandez,58,2026,2026,SS,San Francisco Giants,ROK,17,1,2026,hernan036lui,https://www.baseball-reference.com/register/player.fcgi?id=hernan036lui,resolved,chadwick_name_match_with_minor_id,matches=35; selected_birth_year=2007.0; approx_birth_year=2009; minor_id=hernan036lui; attempts=exact_full_name=35,2007.0,,,Luis Hernandez,f877d480
Cam Smith,cam smith,cam,smith,59,2025,2025,3B,Houston Astros,MLB,23,1,2025,smith-014cam,https://www.baseball-reference.com/register/player.fcgi?id=smith-014cam,resolved,chadwick_name_match_with_minor_id,matches=7; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=smith-014cam; attempts=exact_full_name=7,2003.0,,,Cam Smith,8b19aa20
Kevin Newman,kevin newman,kevin,newman,59,2017,2017,2B/SS,Kansas City Royals,AAA,32,1,2017,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1993.0; approx_birth_year=1985; minor_id=newman000kev; attempts=exact_full_name=1,1993.0,,,Kevin Newman,fc11b0b5
Kyle Manzardo,kyle manzardo,kyle,manzardo,59,2024,2024,1B,Cleveland Guardians,MLB,25,2,2023;2024,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1999; minor_id=manzar000kyl; attempts=exact_full_name=1,2000.0,,,Kyle Manzardo,06aa2f19
Ralphy Velazquez,ralphy velazquez,ralphy,velazquez,59,2026,2026,1B/OF,Cleveland Guardians,AA,20,1,2026,velazq000ral,https://www.baseball-reference.com/register/player.fcgi?id=velazq000ral,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2006; minor_id=velazq000ral; attempts=exact_full_name=1,2005.0,,,Ralphy Velazquez,752e102d
Shea Langeliers,shea langeliers,shea,langeliers,59,2022,2022,C,Athletics,MLB,28,3,2020;2021;2022,langel000she,https://www.baseball-reference.com/register/player.fcgi?id=langel000she,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1994; minor_id=langel000she; attempts=exact_full_name=1,1997.0,,,Shea Langeliers,27314b6c
Jace Jung,jace jung,jace,jung,60,2024,2024,3B/2B,Detroit Tigers,AAA,25,2,2023;2024,jung--002jac,https://www.baseball-reference.com/register/player.fcgi?id=jung--002jac,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1999; minor_id=jung--002jac; attempts=exact_full_name=1,2000.0,,,Jace Jung,c0cb0bb0
Jaison Chourio,jaison chourio,jaison,chourio,60,2025,2025,OF,Cleveland Guardians,AA,20,1,2025,chouri000jai,https://www.baseball-reference.com/register/player.fcgi?id=chouri000jai,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2005; minor_id=chouri000jai; attempts=exact_full_name=1,2005.0,,,Jaison Chourio,0293094b
Jazz Chisholm Jr.,jazz chisholm,jazz,chisholm,60,2019,2021,SS/2B,New York Yankees,MLB,28,3,2019;2020;2021,chisho000jas,https://www.baseball-reference.com/register/player.fcgi?id=chisho000jas,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1993; minor_id=chisho000jas; attempts=exact_full_name=1,1998.0,,,Jazz Chisholm,f265b378
Jacob Berry,jacob berry,jacob,berry,61,2023,2023,OF/3B,Miami Marlins,AAA,25,1,2023,berry-003jac,https://www.baseball-reference.com/register/player.fcgi?id=berry-003jac,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2001.0; approx_birth_year=1998; minor_id=berry-003jac; attempts=exact_full_name=2,2001.0,,,Jacob Berry,c9d32e9c
Luke Keaschall,luke keaschall,luke,keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,MLB,23,1,2025,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=keasch000luk; attempts=exact_full_name=1,2002.0,,,Luke Keaschall,a22ea982
Gavin Cross,gavin cross,gavin,cross,62,2023,2023,OF,Kansas City Royals,AAA,25,1,2023,cross-000gav,https://www.baseball-reference.com/register/player.fcgi?id=cross-000gav,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1998; minor_id=cross-000gav; attempts=exact_full_name=1,2001.0,,,Gavin Cross,8663e7ac
Nick Pratto,nick pratto,nick,pratto,62,2022,2022,1B,Texas Rangers,AAA,27,1,2022,pratto000nic,https://www.baseball-reference.com/register/player.fcgi?id=pratto000nic,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1995; minor_id=pratto000nic; attempts=exact_full_name=1,1998.0,,,Nick Pratto,72a42566
Ronny Mauricio,ronny mauricio,ronny,mauricio,62,2020,2022,2B/SS/OF,New York Mets,MLB,25,3,2020;2021;2022,mauric000ron,https://www.baseball-reference.com/register/player.fcgi?id=mauric000ron,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1997; minor_id=mauric000ron; attempts=exact_full_name=1,2001.0,,,Ronny Mauricio,233b23a2
Dominic Smith,dominic smith,dominic,smith,63,2017,2017,1B,Atlanta Braves,MLB,30,1,2017,smith-000dom,https://www.baseball-reference.com/register/player.fcgi?id=smith-000dom,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=1995.0; approx_birth_year=1987; minor_id=smith-000dom; attempts=exact_full_name=3,1995.0,,,Dominic Smith,560dbcd9
Drake Baldwin,drake baldwin,drake,baldwin,63,2025,2025,C,Atlanta Braves,MLB,25,1,2025,baldwi000dra,https://www.baseball-reference.com/register/player.fcgi?id=baldwi000dra,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=2000; minor_id=baldwi000dra; attempts=exact_full_name=1,2001.0,,,Drake Baldwin,58b158bc
Heliot Ramos,heliot ramos,heliot,ramos,63,2018,2021,OF,San Francisco Giants,MLB,26,4,2018;2019;2020;2021,ramos-000hel,https://www.baseball-reference.com/register/player.fcgi?id=ramos-000hel,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=ramos-000hel; attempts=exact_full_name=1,1999.0,,,Heliot Ramos,c5578b37
Joey Ortiz,joey ortiz,joey,ortiz,63,2024,2024,INF,Milwaukee Brewers,MLB,27,2,2023;2024,ortiz-002joe,https://www.baseball-reference.com/register/player.fcgi?id=ortiz-002joe,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1997; minor_id=ortiz-002joe; attempts=exact_full_name=1,1998.0,,,Joey Ortiz,17e7e436
Luis Matos,luis matos,luis,matos,63,2022,2022,OF,Milwaukee Brewers,AAA,24,1,2022,matos-005lui,https://www.baseball-reference.com/register/player.fcgi?id=matos-005lui,resolved,chadwick_name_match_with_minor_id,matches=8; selected_birth_year=1999.0; approx_birth_year=1998; minor_id=matos-005lui; attempts=exact_full_name=8,1999.0,,,Luis Matos,1662de7c
Bo Naylor,bo naylor,bo,naylor,64,2023,2023,C,Cleveland Guardians,ROK,26,1,2023,naylor000noa,https://www.baseball-reference.com/register/player.fcgi?id=naylor000noa,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1997; minor_id=naylor000noa; attempts=exact_full_name=1,2000.0,,,Bo Naylor,11ffa8a9
Garrett Mitchell,garrett mitchell,garrett,mitchell,64,2021,2021,OF,Milwaukee Brewers,MLB,27,1,2021,mitche005gar,https://www.baseball-reference.com/register/player.fcgi?id=mitche005gar,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1994; minor_id=mitche005gar; attempts=exact_full_name=1,1998.0,,,Garrett Mitchell,ba50f158
Jake Bauers,jake bauers,jake,bauers,64,2018,2018,1B/OF,Milwaukee Brewers,MLB,30,2,2017;2018,bauers000jak,https://www.baseball-reference.com/register/player.fcgi?id=bauers000jak,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=bauers000jak; attempts=exact_full_name=1,1995.0,,,Jake Bauers,9ad51ee7
Jhonny Level,jhonny level,jhonny,level,64,2026,2026,SS,San Francisco Giants,A,19,1,2026,level-000jho,https://www.baseball-reference.com/register/player.fcgi?id=level-000jho,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2007.0; approx_birth_year=2007; minor_id=level-000jho; attempts=exact_full_name=1,2007.0,,,Jhonny Level,a388a2a4
Justin Crawford,justin crawford,justin,crawford,64,2025,2025,OF,Philadelphia Phillies,MLB,22,2,2024;2025,crawfo000jus,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jus,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2003; minor_id=crawfo000jus; attempts=exact_full_name=1,2004.0,,,Justin Crawford,74b1cdf1
Yusniel Díaz,yusniel diaz,yusniel,diaz,64,2019,2019,OF,—,—,29,1,2019,efrain000yun,https://www.baseball-reference.com/register/player.fcgi?id=efrain000yun,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1990; minor_id=efrain000yun; attempts=exact_full_name=1,1996.0,,,Yusniel Díaz,1bf6e87a
Danny Jansen,danny jansen,danny,jansen,65,2019,2019,C,Texas Rangers,MLB,31,1,2019,jansen000dan,https://www.baseball-reference.com/register/player.fcgi?id=jansen000dan,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=jansen000dan; attempts=exact_full_name=1,1995.0,,,Danny Jansen,188dc647
Isan Díaz,isan diaz,isan,diaz,65,2017,2017,2B,—,—,29,1,2017,diaz--000isa,https://www.baseball-reference.com/register/player.fcgi?id=diaz--000isa,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=diaz--000isa; attempts=exact_full_name=1,1996.0,,,Isan Díaz,88397c2a
Kevin Alcántara,kevin alcantara,kevin,alcantara,65,2024,2025,OF,Chicago Cubs,AAA,23,3,2023;2024;2025,alcant000kev,https://www.baseball-reference.com/register/player.fcgi?id=alcant000kev,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=alcant000kev; attempts=exact_full_name=1,2002.0,,,Kevin Alcántara,44e79a46
Michael Harris II,michael harris,michael,harris,65,2022,2022,OF,Atlanta Braves,MLB,25,1,2022,harris010mic,https://www.baseball-reference.com/register/player.fcgi?id=harris010mic,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=2001.0; approx_birth_year=1997; minor_id=harris010mic; attempts=exact_full_name=3,2001.0,,,Michael Harris,c9caf73a
Miguel Andujar,miguel andujar,miguel,andujar,65,2018,2018,3B,San Diego Padres,MLB,31,1,2018,anduja000mig,https://www.baseball-reference.com/register/player.fcgi?id=anduja000mig,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1995.0; approx_birth_year=1987; minor_id=anduja000mig; attempts=exact_full_name=2,1995.0,,,Miguel Andújar,199bb60b
Steele Hall,steele hall,steele,hall,65,2026,2026,SS,Cincinnati Reds,ROK,18,1,2026,hall--001ste,https://www.baseball-reference.com/register/player.fcgi?id=hall--001ste,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2007.0; approx_birth_year=2008; minor_id=hall--001ste; attempts=exact_full_name=1,2007.0,,,Steele Hall,c525056a
Edgar Quero,edgar quero,edgar,quero,66,2025,2025,C,Chicago White Sox,MLB,23,1,2025,quero-000edg,https://www.baseball-reference.com/register/player.fcgi?id=quero-000edg,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=quero-000edg; attempts=exact_full_name=1,2003.0,,,Edgar Quero,305127cd
Luisangel Acuña,luisangel acuna,luisangel,acuna,66,2024,2024,SS/OF/2B,Chicago White Sox,MLB,24,2,2023;2024,acuna-003jos,https://www.baseball-reference.com/register/player.fcgi?id=acuna-003jos,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2000; minor_id=acuna-003jos; attempts=exact_full_name=1,2002.0,,,Luisangel Acuña,a36b116c
Brayden Taylor,brayden taylor,brayden,taylor,67,2025,2025,INF,Tampa Bay Rays,AA,23,1,2025,taylor010bra,https://www.baseball-reference.com/register/player.fcgi?id=taylor010bra,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=taylor010bra; attempts=exact_full_name=3,2002.0,,,Brayden Taylor,0f942d0b
Jesse Winker,jesse winker,jesse,winker,67,2017,2018,OF,New York Mets,MLB,32,2,2017;2018,winker001jes,https://www.baseball-reference.com/register/player.fcgi?id=winker001jes,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1993.0; approx_birth_year=1986; minor_id=winker001jes; attempts=exact_full_name=1,1993.0,,,Jesse Winker,048070cd
Josue Briceño,josue briceno,josue,briceno,67,2026,2026,C/1B,Detroit Tigers,AA,21,2,2025;2026,bricen003jos,https://www.baseball-reference.com/register/player.fcgi?id=bricen003jos,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=bricen003jos; attempts=exact_full_name=1,2004.0,,,Josue Briceño,27c6d6b3
Andy Pages,andy pages,andy,pages,68,2022,2023,OF,Los Angeles Dodgers,MLB,25,2,2022;2023,pages-001and,https://www.baseball-reference.com/register/player.fcgi?id=pages-001and,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1998; minor_id=pages-001and; attempts=exact_full_name=1,2000.0,,,Andy Pages,8ab80f5b
Christian Moore,christian moore,christian,moore,68,2025,2025,2B,Los Angeles Angels,AAA,23,1,2025,moore-008chr,https://www.baseball-reference.com/register/player.fcgi?id=moore-008chr,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=moore-008chr; attempts=exact_full_name=3,2002.0,,,Christian Moore,4719594e
Joshua Báez,joshua baez,joshua,baez,68,2026,2026,OF,St. Louis Cardinals,AAA,22,1,2026,baez--007jos,https://www.baseball-reference.com/register/player.fcgi?id=baez--007jos,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=baez--007jos; attempts=exact_full_name=1,2003.0,,,Joshua Báez,f4cfa016
Cam Collier,cam collier,cam,collier,69,2023,2025,1B/3B,Cincinnati Reds,AA,21,2,2023;2025,collie001cam,https://www.baseball-reference.com/register/player.fcgi?id=collie001cam,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2004.0; approx_birth_year=2004; minor_id=collie001cam; attempts=exact_full_name=2,2004.0,,,Cam Collier,70629df0
Moisés Ballesteros,moises ballesteros,moises,ballesteros,69,2025,2025,C,Chicago Cubs,MLB,22,1,2025,balles000moi,https://www.baseball-reference.com/register/player.fcgi?id=balles000moi,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=balles000moi; attempts=exact_full_name=1,2003.0,,,Moisés Ballesteros,add8e013
Nate George,nate george,nate,george,69,2026,2026,OF,Baltimore Orioles,A+,19,1,2026,george004nat,https://www.baseball-reference.com/register/player.fcgi?id=george004nat,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=george004nat; attempts=exact_full_name=1,2006.0,,,Nate George,f3a59092
Dax Kilby,dax kilby,dax,kilby,70,2026,2026,SS,New York Yankees,A,19,1,2026,kilby-000dax,https://www.baseball-reference.com/register/player.fcgi?id=kilby-000dax,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=kilby-000dax; attempts=exact_full_name=1,2006.0,,,Dax Kilby,925bc4b3
Hunter Bishop,hunter bishop,hunter,bishop,71,2020,2021,OF,San Francisco Giants,AAA,27,2,2020;2021,bishop000hun,https://www.baseball-reference.com/register/player.fcgi?id=bishop000hun,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1994; minor_id=bishop000hun; attempts=exact_full_name=1,1998.0,,,Hunter Bishop,b44b045d
Monte Harrison,monte harrison,monte,harrison,71,2018,2018,OF,Milwaukee Brewers,AAA,30,1,2018,harris000mon,https://www.baseball-reference.com/register/player.fcgi?id=harris000mon,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=harris000mon; attempts=exact_full_name=1,1995.0,,,Monte Harrison,27087048
Ryan Mountcastle,ryan mountcastle,ryan,mountcastle,71,2019,2021,OF/1B,Baltimore Orioles,MLB,29,4,2018;2019;2020;2021,mountc000rya,https://www.baseball-reference.com/register/player.fcgi?id=mountc000rya,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1992; minor_id=mountc000rya; attempts=exact_full_name=1,1997.0,,,Ryan Mountcastle,3b8220e7
Alex Freeland,alex freeland,alex,freeland,72,2025,2025,INF,Los Angeles Dodgers,AAA,24,1,2025,freela000ale,https://www.baseball-reference.com/register/player.fcgi?id=freela000ale,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=2001; minor_id=freela000ale; attempts=exact_full_name=1,2001.0,,,Alex Freeland,96a90a6b
Jorge Alfaro,jorge alfaro,jorge,alfaro,72,2017,2017,C,Kansas City Royals,AA,32,1,2017,alfaro001jor,https://www.baseball-reference.com/register/player.fcgi?id=alfaro001jor,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1993.0; approx_birth_year=1985; minor_id=alfaro001jor; attempts=exact_full_name=1,1993.0,,,Jorge Alfaro,ea750743
Xavier Edwards,xavier edwards,xavier,edwards,72,2020,2021,2B/OF,Miami Marlins,MLB,26,2,2020;2021,edward000xav,https://www.baseball-reference.com/register/player.fcgi?id=edward000xav,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=edward000xav; attempts=exact_full_name=1,1999.0,,,Xavier Edwards,4b81dfc2
Yanquiel Fernández,yanquiel fernandez,yanquiel,fernandez,72,2024,2024,OF,New York Yankees,AAA,23,1,2024,fernan001yan,https://www.baseball-reference.com/register/player.fcgi?id=fernan001yan,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2001; minor_id=fernan001yan; attempts=exact_full_name=1,2003.0,,,Yanquiel Fernández,9132d6fc
Cooper Ingle,cooper ingle,cooper,ingle,73,2026,2026,C,Cleveland Guardians,AAA,24,1,2026,ingle-000coo,https://www.baseball-reference.com/register/player.fcgi?id=ingle-000coo,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=ingle-000coo; attempts=exact_full_name=1,2002.0,,,Cooper Ingle,1782e420
Gabriel Arias,gabriel arias,gabriel,arias,73,2022,2022,INF,Cleveland Guardians,MLB,26,1,2022,arias-002gab,https://www.baseball-reference.com/register/player.fcgi?id=arias-002gab,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=2000.0; approx_birth_year=1996; minor_id=arias-002gab; attempts=exact_full_name=4,2000.0,,,Gabriel Arias,8a8f1711
James Triantos,james triantos,james,triantos,73,2025,2025,2B/OF,Chicago Cubs,AAA,23,2,2024;2025,triant000jam,https://www.baseball-reference.com/register/player.fcgi?id=triant000jam,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=triant000jam; attempts=exact_full_name=1,2003.0,,,James Triantos,ebff3b74
Felnin Celesten,felnin celesten,felnin,celesten,74,2025,2025,SS,Seattle Mariners,A+,20,1,2025,celest000fel,https://www.baseball-reference.com/register/player.fcgi?id=celest000fel,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2005; minor_id=celest000fel; attempts=exact_full_name=1,2005.0,,,Felnin Celesten,cb685a0f
Jonny Farmelo,jonny farmelo,jonny,farmelo,74,2026,2026,OF,Seattle Mariners,A+,21,2,2025;2026,farmel000jon,https://www.baseball-reference.com/register/player.fcgi?id=farmel000jon,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=farmel000jon; attempts=exact_full_name=1,2004.0,,,Jonny Farmelo,02520c78
Jordan Westburg,jordan westburg,jordan,westburg,74,2023,2023,INF,Baltimore Orioles,MLB,27,1,2023,westbu000jor,https://www.baseball-reference.com/register/player.fcgi?id=westbu000jor,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=westbu000jor; attempts=exact_full_name=1,1999.0,,,Jordan Westburg,097569c2
Sam Huff,sam huff,sam,huff,74,2020,2021,C/1B,Baltimore Orioles,AAA,28,2,2020;2021,huff--000sam,https://www.baseball-reference.com/register/player.fcgi?id=huff--000sam,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=1998.0; approx_birth_year=1993; minor_id=huff--000sam; attempts=exact_full_name=3,1998.0,,,Sam Huff,cf05afc8
Tommy Troy,tommy troy,tommy,troy,74,2024,2024,2B/OF,Arizona Diamondbacks,AAA,24,1,2024,troy--000tom,https://www.baseball-reference.com/register/player.fcgi?id=troy--000tom,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2000; minor_id=troy--000tom; attempts=exact_full_name=1,2002.0,,,Tommy Troy,6c8fd99d
Brayan Rocchio,brayan rocchio,brayan,rocchio,75,2023,2024,SS/2B,Cleveland Guardians,MLB,25,3,2022;2023;2024,rocchi000bra,https://www.baseball-reference.com/register/player.fcgi?id=rocchi000bra,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1999; minor_id=rocchi000bra; attempts=exact_full_name=1,2001.0,,,Brayan Rocchio,534f406c
Luis García Jr.,luis garcia,luis,garcia,75,2019,2020,SS,—,—,25,2,2019;2020,garcia012lui,https://www.baseball-reference.com/register/player.fcgi?id=garcia012lui,resolved,chadwick_name_match_with_minor_id,matches=33; selected_birth_year=1995.0; approx_birth_year=1995; minor_id=garcia012lui; attempts=exact_full_name=33,1995.0,,,Luis Garcia,1e84776d
Albert Almora Jr.,albert almora,albert,almora,76,2017,2017,OF,Arizona Diamondbacks,AAA,32,1,2017,almora001alb,https://www.baseball-reference.com/register/player.fcgi?id=almora001alb,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1985; minor_id=almora001alb; attempts=exact_full_name=1,1994.0,,,Albert Almora,597fbaad
Ceddanne Rafaela,ceddanne rafaela,ceddanne,rafaela,76,2024,2024,OF/SS,Boston Red Sox,MLB,25,2,2023;2024,rafael001ced,https://www.baseball-reference.com/register/player.fcgi?id=rafael001ced,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1999; minor_id=rafael001ced; attempts=exact_full_name=1,2000.0,,,Ceddanne Rafaela,9f811bb1
Daulton Varsho,daulton varsho,daulton,varsho,76,2020,2020,C,Toronto Blue Jays,MLB,29,1,2020,varsho000dau,https://www.baseball-reference.com/register/player.fcgi?id=varsho000dau,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1991; minor_id=varsho000dau; attempts=exact_full_name=1,1996.0,,,Daulton Varsho,74fc43a2
