Player,URL,Status,Rows,Tables_Found,Tables_Accepted,Acquisition_Type,Confidence,Reason,Draft_Text,Signing_Text,High_School_Text,School_Text,Cached,Final_URL
Brayan Rocchio,https://www.baseball-reference.com/register/player.fcgi?id=rocchi000bra,200,4,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=rocchi000bra
Luis García Jr.,https://www.baseball-reference.com/register/player.fcgi?id=garcia012lui,200,2,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=garcia012lui
Albert Almora Jr.,https://www.baseball-reference.com/register/player.fcgi?id=almora001alb,200,6,1,1,High School,high,"BRef draft/bio text indicates high school path: High School: Mater Academy Charter School (Hialeah, FL)","Draft : Drafted by the Chicago Cubs in the 1st round (6th) of the 2012 MLB June Amateur Draft from Mater Academy Charter School (Hialeah, FL) .",,"High School: Mater Academy Charter School (Hialeah, FL)","High School: Mater Academy Charter School (Hialeah, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=almora001alb
Ceddanne Rafaela,https://www.baseball-reference.com/register/player.fcgi?id=rafael001ced,200,4,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,"2026 Contract Status : Signed thru 2031, 8 yrs/$50M (24-31) & 32 team option",,,False,https://www.baseball-reference.com/register/player.fcgi?id=rafael001ced
Daulton Varsho,https://www.baseball-reference.com/register/player.fcgi?id=varsho000dau,200,7,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Arizona Diamondbacks in the 2nd round of the 2017 MLB June Amateur Draft from University of Wisconsin-Milwaukee (Milwaukee, WI) .","2026 Contract Status : Signed thru 2026, 1 yr/$10.75M (26)","High School: Marshfield HS (Marshfield, WI)","High School: Marshfield HS (Marshfield, WI) | School: University of Wisconsin-Milwaukee (Milwaukee, WI)",False,https://www.baseball-reference.com/register/player.fcgi?id=varsho000dau
Geraldo Perdomo,https://www.baseball-reference.com/register/player.fcgi?id=perdom000ger,200,4,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,"Geraldo Perdomo Positions: Shortstop and Second Baseman Bats: Both • Throws: Right 6-2 , 203lb (188cm, 92kg) Team: Arizona Diamondbacks (majors) Born: October 22 , 1999 in Santo Domingo, Dominican Republic do Rookie Status: Exceeded rookie limits during 2022 season 2026 Contract Status : Signed thru 2029, 4 yrs/$45M (26-29) & 30 team option Service Time (01/2026) : 4.015 • Free Agent : 2030 Agents : Madden Sports Group Full Name: Geraldo Rafael Perdomo Pronunciation : \ HER-all-doh per-DOH-mo \ View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | 2026 Contract Status : Signed thru 2029, 4 yrs/$45M (26-29) & 30 team option",,,False,https://www.baseball-reference.com/register/player.fcgi?id=perdom000ger
Gabriel Gonzalez,https://www.baseball-reference.com/register/player.fcgi?id=gonzal009gab,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=gonzal009gab
Liover Peguero,https://www.baseball-reference.com/register/player.fcgi?id=peguer001lio,200,6,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=peguer001lio
Michael Chavis,https://www.baseball-reference.com/register/player.fcgi?id=chavis000mic,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Boston Red Sox in the 1st round (26th) of the 2014 MLB June Amateur Draft from Sprayberry HS (Marietta, GA) . | High School: Sprayberry HS (Marietta, GA)","Draft : Drafted by the Boston Red Sox in the 1st round (26th) of the 2014 MLB June Amateur Draft from Sprayberry HS (Marietta, GA) .",,"Draft : Drafted by the Boston Red Sox in the 1st round (26th) of the 2014 MLB June Amateur Draft from Sprayberry HS (Marietta, GA) . | High School: Sprayberry HS (Marietta, GA)","High School: Sprayberry HS (Marietta, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=chavis000mic
Trevor Larnach,https://www.baseball-reference.com/register/player.fcgi?id=larnac000tre,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the San Diego Padres in the 40th round of the 2015 MLB June Amateur Draft from College Park HS (Pleasant Hill, CA) and the Minnesota Twins in the 1st round (20th) of the 2018 MLB June Amateur Draft from Oregon State University (Corvallis, OR) .","2026 Contract Status : Signed thru 2026, 1 yr/$4.48M (26)","Draft : Drafted by the San Diego Padres in the 40th round of the 2015 MLB June Amateur Draft from College Park HS (Pleasant Hill, CA) and the Minnesota Twins in the 1st round (20th) of the 2018 MLB June Amateur Draft from Oregon State University (Corvallis, OR) . | High School: College Park HS (Pleasant Hill, CA)","High School: College Park HS (Pleasant Hill, CA) | School: Oregon State University (Corvallis, OR)",False,https://www.baseball-reference.com/register/player.fcgi?id=larnac000tre
Kevin Alvarez,https://www.baseball-reference.com/register/player.fcgi?id=alvare002kev,200,2,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=alvare002kev
Christian Arroyo,https://www.baseball-reference.com/register/player.fcgi?id=arroyo000chr,200,6,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Francisco Giants in the 1st round (25th) of the 2013 MLB June Amateur Draft from Hernando HS (Brooksville, FL) . | High School: Hernando HS (Brooksville, FL)","Draft : Drafted by the San Francisco Giants in the 1st round (25th) of the 2013 MLB June Amateur Draft from Hernando HS (Brooksville, FL) .",,"Draft : Drafted by the San Francisco Giants in the 1st round (25th) of the 2013 MLB June Amateur Draft from Hernando HS (Brooksville, FL) . | High School: Hernando HS (Brooksville, FL)","High School: Hernando HS (Brooksville, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=arroyo000chr
Jordan Beck,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Boston Red Sox in the 14th round of the 2019 MLB June Amateur Draft from Hazel Green HS (Hazel Green, AL) and the Colorado Rockies in the 1st round (38th) of the 2022 MLB June Amateur Draft from University of Tennessee (Knoxville, TN) .",,"Draft : Drafted by the Boston Red Sox in the 14th round of the 2019 MLB June Amateur Draft from Hazel Green HS (Hazel Green, AL) and the Colorado Rockies in the 1st round (38th) of the 2022 MLB June Amateur Draft from University of Tennessee (Knoxville, TN) . | High School: Hazel Green HS (Hazel Green, AL)","High School: Hazel Green HS (Hazel Green, AL) | School: University of Tennessee (Knoxville, TN)",False,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor
Starlyn Caba,https://www.baseball-reference.com/register/player.fcgi?id=caba--000jes,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=caba--000jes
Zack Collins,https://www.baseball-reference.com/register/player.fcgi?id=collin002zac,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Cincinnati Reds in the 27th round of the 2013 MLB June Amateur Draft from American Heritage HS (Plantation, FL) and the Chicago White Sox in the 1st round (10th) of the 2016 MLB June Amateur Draft from University of Miami (Coral Gables, FL) .",,"Draft : Drafted by the Cincinnati Reds in the 27th round of the 2013 MLB June Amateur Draft from American Heritage HS (Plantation, FL) and the Chicago White Sox in the 1st round (10th) of the 2016 MLB June Amateur Draft from University of Miami (Coral Gables, FL) . | High School: American Heritage HS (Plantation, FL)","High School: American Heritage HS (Plantation, FL) | School: University of Miami (Coral Gables, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=collin002zac
Roldy Brito,https://www.baseball-reference.com/register/player.fcgi?id=brito-000rol,200,3,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=brito-000rol
Thayron Liranzo,https://www.baseball-reference.com/register/player.fcgi?id=liranz000tha,200,6,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=liranz000tha
Derek Fisher,https://www.baseball-reference.com/register/player.fcgi?id=fisher001der,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Texas Rangers in the 6th round of the 2011 MLB June Amateur Draft from Cedar Crest HS (Lebanon, PA) and the Houston Astros in the 1st round (37th) of the 2014 MLB June Amateur Draft from University of Virginia (Charlottesville, VA) .",,"Draft : Drafted by the Texas Rangers in the 6th round of the 2011 MLB June Amateur Draft from Cedar Crest HS (Lebanon, PA) and the Houston Astros in the 1st round (37th) of the 2014 MLB June Amateur Draft from University of Virginia (Charlottesville, VA) . | High School: Cedar Crest HS (Lebanon, PA)","High School: Cedar Crest HS (Lebanon, PA) | School: University of Virginia (Charlottesville, VA)",False,https://www.baseball-reference.com/register/player.fcgi?id=fisher001der
Ezequiel Duran,https://www.baseball-reference.com/register/player.fcgi?id=duran-000eze,200,3,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 18,,"Ezequiel Durán Positions: Second Baseman, Shortstop and Third Baseman Bats: Right • Throws: Right 5-10 , 185lb (178cm, 83kg) Team: Texas Rangers (majors) Born: May 22 , 1999 in San Juan de la Maguana, Dominican Republic do Rookie Status: Exceeded rookie limits during 2022 season 2026 Contract Status : Signed thru 2026, 1 yr/$1.38M (26) Service Time (01/2026) : 3.053 • Arb Eligible : 2027 • Free Agent : 2029 Full Name: Ezequiel Alberto Duran View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | 2026 Contract Status : Signed thru 2026, 1 yr/$1.38M (26)",,,False,https://www.baseball-reference.com/register/player.fcgi?id=duran-000eze
Kayson Cunningham,https://www.baseball-reference.com/register/player.fcgi?id=cunnin000kay,200,2,1,1,High School,high,"BRef draft/bio text indicates high school path: Kayson Cunningham Position: Shortstop Bats: Left • Throws: Right 5-10 , 182lb (178cm, 82kg) Team: Arizona Diamondbacks (minors) Born: June 25, 2006 in Tucson, AZ us Draft : Drafted by the Arizona Diamondbacks in the 1st round (18th) of the 2025 MLB June Amateur Draft from Lady Bird Johnson HS (San Antonio, TX) . High School: Lady Bird Johnson HS (San Antonio, TX) National Team: us USA (18U) Full Name: Kayson Cunningham View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Arizona Diamondbacks in the 1st round (18th) of the 2025 MLB June Amateur Draft from Lady Bird Johnson HS (San Antonio, TX) . | High School: Lady Bird Johnson HS (San Antonio, TX)","Kayson Cunningham Position: Shortstop Bats: Left • Throws: Right 5-10 , 182lb (178cm, 82kg) Team: Arizona Diamondbacks (minors) Born: June 25, 2006 in Tucson, AZ us Draft : Drafted by the Arizona Diamondbacks in the 1st round (18th) of the 2025 MLB June Amateur Draft from Lady Bird Johnson HS (San Antonio, TX) . High School: Lady Bird Johnson HS (San Antonio, TX) National Team: us USA (18U) Full Name: Kayson Cunningham View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Arizona Diamondbacks in the 1st round (18th) of the 2025 MLB June Amateur Draft from Lady Bird Johnson HS (San Antonio, TX) .",,"Kayson Cunningham Position: Shortstop Bats: Left • Throws: Right 5-10 , 182lb (178cm, 82kg) Team: Arizona Diamondbacks (minors) Born: June 25, 2006 in Tucson, AZ us Draft : Drafted by the Arizona Diamondbacks in the 1st round (18th) of the 2025 MLB June Amateur Draft from Lady Bird Johnson HS (San Antonio, TX) . High School: Lady Bird Johnson HS (San Antonio, TX) National Team: us USA (18U) Full Name: Kayson Cunningham View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Arizona Diamondbacks in the 1st round (18th) of the 2025 MLB June Amateur Draft from Lady Bird Johnson HS (San Antonio, TX) . | High School: Lady Bird Johnson HS (San Antonio, TX)","Kayson Cunningham Position: Shortstop Bats: Left • Throws: Right 5-10 , 182lb (178cm, 82kg) Team: Arizona Diamondbacks (minors) Born: June 25, 2006 in Tucson, AZ us Draft : Drafted by the Arizona Diamondbacks in the 1st round (18th) of the 2025 MLB June Amateur Draft from Lady Bird Johnson HS (San Antonio, TX) . High School: Lady Bird Johnson HS (San Antonio, TX) National Team: us USA (18U) Full Name: Kayson Cunningham View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Lady Bird Johnson HS (San Antonio, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=cunnin000kay
Drew Romo,https://www.baseball-reference.com/register/player.fcgi?id=romo--000dre,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Colorado Rockies in the 1st round (35th) of the 2020 MLB June Amateur Draft from The Woodlands HS (The Woodlands, TX) . | High School: The Woodlands HS (The Woodlands, TX)","Draft : Drafted by the Colorado Rockies in the 1st round (35th) of the 2020 MLB June Amateur Draft from The Woodlands HS (The Woodlands, TX) .",,"Draft : Drafted by the Colorado Rockies in the 1st round (35th) of the 2020 MLB June Amateur Draft from The Woodlands HS (The Woodlands, TX) . | High School: The Woodlands HS (The Woodlands, TX)","High School: The Woodlands HS (The Woodlands, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=romo--000dre
Jefferson Rojas,https://www.baseball-reference.com/register/player.fcgi?id=rojas-003jef,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=rojas-003jef
Ronaldo Hernández,https://www.baseball-reference.com/register/player.fcgi?id=hernan000ron,200,7,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=hernan000ron
Sal Stewart,https://www.baseball-reference.com/register/player.fcgi?id=stewar000sal,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: High School: Westminster Christian School (Miami, FL)","Draft : Drafted by the Cincinnati Reds in the 1st round (32nd) of the 2022 MLB June Amateur Draft from Westminster Christian School (Miami, FL) .",,"High School: Westminster Christian School (Miami, FL)","High School: Westminster Christian School (Miami, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=stewar000sal
Spencer Jones,https://www.baseball-reference.com/register/player.fcgi?id=jones-003spe,200,0,1,1,Unknown,low,No parsed batting rows through age 21,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=jones-003spe
Austin Hendrick,https://www.baseball-reference.com/register/player.fcgi?id=hendri001aus,200,2,1,1,High School,high,"BRef draft/bio text indicates high school path: Austin Hendrick Positions: Rightfielder and Centerfielder Bats: Left • Throws: Left 6-0 , 204lb (183cm, 92kg) Team: Cincinnati Reds (minors) Born: June 15, 2001 in Pittsburgh, PA us Draft : Drafted by the Cincinnati Reds in the 1st round (12th) of the 2020 MLB June Amateur Draft from West Allegheny HS (Imperial, PA) . High School: West Allegheny HS (Imperial, PA) National Team: us USA (18U) Full Name: Austin Daniel Hendrick View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Cincinnati Reds in the 1st round (12th) of the 2020 MLB June Amateur Draft from West Allegheny HS (Imperial, PA) . | High School: West Allegheny HS (Imperial, PA)","Austin Hendrick Positions: Rightfielder and Centerfielder Bats: Left • Throws: Left 6-0 , 204lb (183cm, 92kg) Team: Cincinnati Reds (minors) Born: June 15, 2001 in Pittsburgh, PA us Draft : Drafted by the Cincinnati Reds in the 1st round (12th) of the 2020 MLB June Amateur Draft from West Allegheny HS (Imperial, PA) . High School: West Allegheny HS (Imperial, PA) National Team: us USA (18U) Full Name: Austin Daniel Hendrick View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Cincinnati Reds in the 1st round (12th) of the 2020 MLB June Amateur Draft from West Allegheny HS (Imperial, PA) .",,"Austin Hendrick Positions: Rightfielder and Centerfielder Bats: Left • Throws: Left 6-0 , 204lb (183cm, 92kg) Team: Cincinnati Reds (minors) Born: June 15, 2001 in Pittsburgh, PA us Draft : Drafted by the Cincinnati Reds in the 1st round (12th) of the 2020 MLB June Amateur Draft from West Allegheny HS (Imperial, PA) . High School: West Allegheny HS (Imperial, PA) National Team: us USA (18U) Full Name: Austin Daniel Hendrick View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Cincinnati Reds in the 1st round (12th) of the 2020 MLB June Amateur Draft from West Allegheny HS (Imperial, PA) . | High School: West Allegheny HS (Imperial, PA)","Austin Hendrick Positions: Rightfielder and Centerfielder Bats: Left • Throws: Left 6-0 , 204lb (183cm, 92kg) Team: Cincinnati Reds (minors) Born: June 15, 2001 in Pittsburgh, PA us Draft : Drafted by the Cincinnati Reds in the 1st round (12th) of the 2020 MLB June Amateur Draft from West Allegheny HS (Imperial, PA) . High School: West Allegheny HS (Imperial, PA) National Team: us USA (18U) Full Name: Austin Daniel Hendrick View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: West Allegheny HS (Imperial, PA)",False,https://www.baseball-reference.com/register/player.fcgi?id=hendri001aus
Jarren Duran,https://www.baseball-reference.com/register/player.fcgi?id=duran-000jar,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Boston Red Sox in the 7th round of the 2018 MLB June Amateur Draft from California State University, Long Beach (Long Beach, CA) .","2026 Contract Status : Signed thru 2026, 1 yr/$7.7M (26)",,"School: California State University, Long Beach (Long Beach, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=duran-000jar
Oscar Colás,https://www.baseball-reference.com/register/player.fcgi?id=colas-000osc,200,4,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=colas-000osc
Carter Jensen,https://www.baseball-reference.com/register/player.fcgi?id=jensen000car,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Kansas City Royals in the 3rd round of the 2021 MLB June Amateur Draft from Park Hill HS (Kansas City, MO) . | High School: Park Hill HS (Kansas City, MO)","Draft : Drafted by the Kansas City Royals in the 3rd round of the 2021 MLB June Amateur Draft from Park Hill HS (Kansas City, MO) .",,"Draft : Drafted by the Kansas City Royals in the 3rd round of the 2021 MLB June Amateur Draft from Park Hill HS (Kansas City, MO) . | High School: Park Hill HS (Kansas City, MO)","High School: Park Hill HS (Kansas City, MO)",False,https://www.baseball-reference.com/register/player.fcgi?id=jensen000car
Pedro Ramírez,https://www.baseball-reference.com/register/player.fcgi?id=ramire004ped,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=ramire004ped
Roderick Arias,https://www.baseball-reference.com/register/player.fcgi?id=arias-003rod,200,6,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=arias-003rod
Matt McLain,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Arizona Diamondbacks in the 1st round (25th) of the 2018 MLB June Amateur Draft from Arnold O. Beckman HS (Irvine, CA) and the Cincinnati Reds in the 1st round (17th) of the 2021 MLB June Amateur Draft from University of California, Los Angeles (Los Angeles, CA) .","2026 Contract Status : Signed thru 2026, 1 yr/$2.3M (26)","Draft : Drafted by the Arizona Diamondbacks in the 1st round (25th) of the 2018 MLB June Amateur Draft from Arnold O. Beckman HS (Irvine, CA) and the Cincinnati Reds in the 1st round (17th) of the 2021 MLB June Amateur Draft from University of California, Los Angeles (Los Angeles, CA) . | High School: Arnold O. Beckman HS (Irvine, CA)","High School: Arnold O. Beckman HS (Irvine, CA) | School: University of California, Los Angeles (Los Angeles, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat
Travis Swaggerty,https://www.baseball-reference.com/register/player.fcgi?id=swagge000tra,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Travis Swaggerty Positions: Centerfielder, Rightfielder and Leftfielder Bats: Left • Throws: Left 5-11 , 200lb (180cm, 90kg) Born: August 19 , 1997 in Covington, LA us Draft : Drafted by the Pittsburgh Pirates in the 1st round (10th) of the 2018 MLB June Amateur Draft from University of South Alabama (Mobile, AL) . School: University of South Alabama (Mobile, AL) Last Game: June 12, 2022 (Age 24-297d) vs. ATL 0 AB, 0 H, 0 HR, 0 RBI, 0 SB National Team: us USA (College) Full Name: Travis Wade Swaggerty View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Pittsburgh Pirates in the 1st round (10th) of the 2018 MLB June Amateur Draft from University of South Alabama (Mobile, AL) .",,,"Travis Swaggerty Positions: Centerfielder, Rightfielder and Leftfielder Bats: Left • Throws: Left 5-11 , 200lb (180cm, 90kg) Born: August 19 , 1997 in Covington, LA us Draft : Drafted by the Pittsburgh Pirates in the 1st round (10th) of the 2018 MLB June Amateur Draft from University of South Alabama (Mobile, AL) . School: University of South Alabama (Mobile, AL) Last Game: June 12, 2022 (Age 24-297d) vs. ATL 0 AB, 0 H, 0 HR, 0 RBI, 0 SB National Team: us USA (College) Full Name: Travis Wade Swaggerty View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | School: University of South Alabama (Mobile, AL)",False,https://www.baseball-reference.com/register/player.fcgi?id=swagge000tra
J.P. Martínez,https://www.baseball-reference.com/register/player.fcgi?id=martin013jul,200,6,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 16,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=martin013jul
Miguel Amaya,https://www.baseball-reference.com/register/player.fcgi?id=amaya-000mig,200,6,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=amaya-000mig
Tyler Freeman,https://www.baseball-reference.com/register/player.fcgi?id=freema000tyl,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Cleveland Indians in the 2nd round of the 2017 MLB June Amateur Draft from Etiwanda HS (Rancho Cucamonga, CA) . | High School: Etiwanda HS (Rancho Cucamonga, CA)","Draft : Drafted by the Cleveland Indians in the 2nd round of the 2017 MLB June Amateur Draft from Etiwanda HS (Rancho Cucamonga, CA) .","2026 Contract Status : Signed thru 2026, 1 yr/$1.53M (26)","Draft : Drafted by the Cleveland Indians in the 2nd round of the 2017 MLB June Amateur Draft from Etiwanda HS (Rancho Cucamonga, CA) . | High School: Etiwanda HS (Rancho Cucamonga, CA)","High School: Etiwanda HS (Rancho Cucamonga, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=freema000tyl
Justin Foscue,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus,200,4,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Texas Rangers in the 1st round (14th) of the 2020 MLB June Amateur Draft from Mississippi State University (Mississippi State, MS) .",,"High School: Grissom HS (Huntsville, AL)","High School: Grissom HS (Huntsville, AL) | School: Mississippi State University (Mississippi State, MS)",False,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus
Zach Neto,https://www.baseball-reference.com/register/player.fcgi?id=neto--000zac,200,7,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Los Angeles Angels in the 1st round (13th) of the 2022 MLB June Amateur Draft from Campbell University (Buies Creek, NC) .","2026 Contract Status : Signed thru 2026, 1 yr/$4.15M (26)","High School: Coral Park HS (Miami, FL)","High School: Coral Park HS (Miami, FL) | School: Campbell University (Buies Creek, NC)",False,https://www.baseball-reference.com/register/player.fcgi?id=neto--000zac
Joey Wiemer,https://www.baseball-reference.com/register/player.fcgi?id=wiemer000joe,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Milwaukee Brewers in the 4th round of the 2020 MLB June Amateur Draft from University of Cincinnati (Cincinnati, OH) .",,,"School: University of Cincinnati (Cincinnati, OH)",False,https://www.baseball-reference.com/register/player.fcgi?id=wiemer000joe
Nathan Flewelling,https://www.baseball-reference.com/register/player.fcgi?id=flewel000nat,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Nathan Flewelling Positions: Catcher and First Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Tampa Bay Rays (minors) Born: November 11, 2006 in Red Deer, AB, Canada ca Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2024 MLB June Amateur Draft from St. Joseph HS (Red Deer, AB) . High School: St. Joseph HS (Red Deer, AB) Full Name: Nathan Curtis Flewelling View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2024 MLB June Amateur Draft from St. Joseph HS (Red Deer, AB) . | High School: St. Joseph HS (Red Deer, AB)","Nathan Flewelling Positions: Catcher and First Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Tampa Bay Rays (minors) Born: November 11, 2006 in Red Deer, AB, Canada ca Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2024 MLB June Amateur Draft from St. Joseph HS (Red Deer, AB) . High School: St. Joseph HS (Red Deer, AB) Full Name: Nathan Curtis Flewelling View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2024 MLB June Amateur Draft from St. Joseph HS (Red Deer, AB) .",,"Nathan Flewelling Positions: Catcher and First Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Tampa Bay Rays (minors) Born: November 11, 2006 in Red Deer, AB, Canada ca Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2024 MLB June Amateur Draft from St. Joseph HS (Red Deer, AB) . High School: St. Joseph HS (Red Deer, AB) Full Name: Nathan Curtis Flewelling View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2024 MLB June Amateur Draft from St. Joseph HS (Red Deer, AB) . | High School: St. Joseph HS (Red Deer, AB)","Nathan Flewelling Positions: Catcher and First Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Tampa Bay Rays (minors) Born: November 11, 2006 in Red Deer, AB, Canada ca Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2024 MLB June Amateur Draft from St. Joseph HS (Red Deer, AB) . High School: St. Joseph HS (Red Deer, AB) Full Name: Nathan Curtis Flewelling View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: St. Joseph HS (Red Deer, AB)",False,https://www.baseball-reference.com/register/player.fcgi?id=flewel000nat
Raimel Tapia,https://www.baseball-reference.com/register/player.fcgi?id=tapia-000rai,200,7,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 16,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=tapia-000rai
Alec Burleson,https://www.baseball-reference.com/register/player.fcgi?id=burles000ale,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the St. Louis Cardinals in the 2nd round of the 2020 MLB June Amateur Draft from East Carolina University (Greenville, NC) .","2026 Contract Status : Signed thru 2026, 1 yr/$3.3M (26)","High School: East Lincoln HS (Denver, NC)","High School: East Lincoln HS (Denver, NC) | School: East Carolina University (Greenville, NC)",False,https://www.baseball-reference.com/register/player.fcgi?id=burles000ale
